SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BHANDARI, EQ, 03-Jul-2020,1.65,1.6,1.6,1.6,1.6,1.6,1.6,29087,0.47,76,29087,100
BHARATFORG, EQ, 03-Jul-2020,334.4,340.95,361.4,338.05,357.5,358.8,350.74,8521915,29890.01,94721,724137,8.5
BHARATGEAR, EQ, 03-Jul-2020,43.9,45,45,43,43.15,43.45,43.93,12014,5.28,281,7674,63.88
BHARATRAS, EQ, 03-Jul-2020,7668.2,7601,7740,7515.05,7583,7576,7623.95,2852,217.44,1145,1634,57.29
BHARATWIRE, EQ, 03-Jul-2020,23.2,24.3,24.3,22.4,22.4,22.75,23.49,18801,4.42,222,13784,73.32
BHARTIARTL, EQ, 03-Jul-2020,558.45,561.8,583.45,560.6,581.25,581.45,574.93,20620014,118549.97,210802,5306467,25.73
BHEL, EQ, 03-Jul-2020,36.7,37,39,36.65,38.55,38.65,38.09,144296168,54957.91,157414,25172426,17.44
BIGBLOC, EQ, 03-Jul-2020,30.35,30.35,30.8,29.45,30.7,30.7,30.53,5565,1.7,17,3561,63.99
BIL, EQ, 03-Jul-2020,143.65,140.7,145,140.7,142.8,141.9,142.86,2486,3.55,90,1722,69.27
BILENERGY, EQ, 03-Jul-2020,1.25,1.2,1.2,1.2,1.2,1.2,1.2,306400,3.68,267,306400,100
BINDALAGRO, EQ, 03-Jul-2020,12.55,12.55,13.1,12.05,12.4,12.2,12.51,55544,6.95,241,32404,58.34
BIOCON, EQ, 03-Jul-2020,391.95,392,397.9,390.3,396.9,395.6,394.25,3047932,12016.56,34641,1096042,35.96
BIOFILCHEM, BE, 03-Jul-2020,13.15,13.4,13.45,12.6,13.35,13.25,13.16,18864,2.48,126, -, -
BIRLACABLE, EQ, 03-Jul-2020,51.45,52,53.4,51.2,51.5,51.4,52.3,54953,28.74,766,35968,65.45
BIRLACORPN, EQ, 03-Jul-2020,600.45,605,617,595.6,612,611.05,607.49,248102,1507.19,7327,82924,33.42
BIRLAMONEY, EQ, 03-Jul-2020,34.25,34.55,34.6,34,34.25,34.1,34.19,77628,26.54,609,51914,66.88
BIRLATYRE, EQ, 03-Jul-2020,50.6,53.1,53.1,48.1,48.1,48.1,50.54,2379393,1202.56,11275,1848332,77.68
BKMINDST, BE, 03-Jul-2020,1.6,1.65,1.65,1.55,1.55,1.55,1.62,214040,3.47,118, -, -
BLBLIMITED, BE, 03-Jul-2020,5.9,5.9,6.1,5.65,6.05,5.65,5.83,70482,4.11,63, -, -
BLISSGVS, EQ, 03-Jul-2020,98.15,98,98.6,96.5,96.6,97.35,97.58,130634,127.47,1910,68516,52.45
BLKASHYAP, EQ, 03-Jul-2020,5.65,5.5,5.55,5.4,5.4,5.4,5.41,38044,2.06,69,26042,68.45
BLS, EQ, 03-Jul-2020,60.55,60.7,62.9,60.7,62.1,62.2,61.98,40321,24.99,568,31852,79
BLUECOAST, BE, 03-Jul-2020,4.5,4.5,4.5,4.5,4.5,4.5,4.5,10,0,1, -, -
BLUEDART, EQ, 03-Jul-2020,2011.25,2007.1,2025.65,2006.85,2015.85,2010,2012.31,7919,159.35,883,5964,75.31
BLUESTARCO, EQ, 03-Jul-2020,499.7,502.8,514.9,496.55,497.05,500.15,505.96,78171,395.52,5461,33932,43.41
BODALCHEM, EQ, 03-Jul-2020,61.15,61.5,64,61.15,62.55,62.3,62.66,1276610,799.93,7753,292972,22.95
BOHRA, SM, 03-Jul-2020,1.75,1.75,1.75,1.7,1.75,1.75,1.74,8000,0.14,4,8000,100
BOMDYEING, EQ, 03-Jul-2020,73.1,73.1,73.9,72,72.15,72.55,72.89,1340497,977.13,7338,400196,29.85
BORORENEW, EQ, 03-Jul-2020,119.9,113.95,113.95,113.95,113.95,113.95,113.95,56064,63.88,2277,56063,100
BOSCHLTD, EQ, 03-Jul-2020,11914.7,11901,12073.35,11649,11725,11777.05,11801.5,47869,5649.26,10851,10547,22.03
BPCL, EQ, 03-Jul-2020,383.5,387,390.55,383.3,384.45,385.4,386.51,3481053,13454.58,41326,723258,20.78
BPL, BE, 03-Jul-2020,20.2,19.2,21.2,19.2,20.8,20.9,20.44,190758,38.98,677, -, -
BRFL, BE, 03-Jul-2020,9.1,8.65,8.65,8.65,8.65,8.65,8.65,98845,8.55,109, -, -
BRIGADE, EQ, 03-Jul-2020,131.5,132.3,133.35,129.75,132.15,132.15,131.51,153250,201.54,2664,94171,61.45
BRITANNIA, EQ, 03-Jul-2020,3535.1,3549.5,3579.95,3515,3542.5,3538.35,3539.56,323231,11440.94,37332,96821,29.95
BRITANNIA, N2, 03-Jul-2020,33.1,33.1,33.35,33.1,33.2,33.19,33.16,4372,1.45,62,2581,59.03
BRNL, EQ, 03-Jul-2020,36.8,37.05,37.15,36,36.95,36.85,36.65,10752,3.94,238,6873,63.92
BROOKS, BE, 03-Jul-2020,29.75,29.7,29.7,28.65,28.8,28.95,28.97,21878,6.34,95, -, -
BSE, EQ, 03-Jul-2020,473.55,473,480,466.3,469.25,469.85,472.82,173539,820.53,5179,74455,42.9
BSHSL, SM, 03-Jul-2020,108,109.55,109.55,105,105,105,108.31,12000,13,6,9600,80
BSL, EQ, 03-Jul-2020,25.3,26.2,26.2,25,25.3,25.05,25.21,6401,1.61,103,3611,56.41
BSLGOLDETF, EQ, 03-Jul-2020,4450,4450.05,4499,4422.05,4431.8,4433.3,4441.23,234,10.39,54,140,59.83
BSLNIFTY, EQ, 03-Jul-2020,113.44,113.01,114.63,113.01,113.63,113.85,114.13,239,0.27,19,213,89.12
BSOFT, EQ, 03-Jul-2020,90.8,91.4,91.4,89.5,89.75,89.9,90.2,475860,429.25,4953,247350,51.98
BUTTERFLY, EQ, 03-Jul-2020,136.05,136.9,137.3,132.5,133.15,133.2,134.4,88845,119.41,1831,43238,48.67
BVCL, BE, 03-Jul-2020,13.8,13.9,13.9,13.15,13.5,13.55,13.43,2251,0.3,17, -, -
BYKE, EQ, 03-Jul-2020,15.75,15.8,16,14.25,15.1,15.25,14.97,502342,75.2,1834,246156,49
CADILAHC, EQ, 03-Jul-2020,363.15,380,380,362.5,364.9,366.35,367.6,8834396,32475.5,92045,1441757,16.32
CALSOFT, EQ, 03-Jul-2020,9.55,9.55,9.9,9.4,9.55,9.55,9.58,26435,2.53,98,18184,68.79
CAMLINFINE, EQ, 03-Jul-2020,54.2,54.55,56.35,54.2,55.45,55.35,55.18,398815,220.08,2762,244732,61.36
CANBK, EQ, 03-Jul-2020,104.55,105.35,105.4,102.3,102.95,103,103.37,9025626,9329.82,33375,1171070,12.97
CANDC, BZ, 03-Jul-2020,3.45,3.6,3.6,3.5,3.55,3.55,3.57,1826,0.07,10, -, -
CANFINHOME, EQ, 03-Jul-2020,358.6,359.95,360.25,349.2,351.8,353.35,354.86,451113,1600.83,7905,255380,56.61
CANTABIL, EQ, 03-Jul-2020,286.9,286,299.9,282.1,296.9,296.35,289.17,89845,259.81,3787,27237,30.32
CAPACITE, EQ, 03-Jul-2020,113.2,112.5,115.5,112,112.7,112.2,113.14,30136,34.1,686,22998,76.31
CAPLIPOINT, EQ, 03-Jul-2020,338.25,337.05,347.5,335.2,338.25,339.05,340.78,372011,1267.73,8426,77623,20.87
CAPTRUST, EQ, 03-Jul-2020,82.1,82.05,84.9,80.5,81.5,81.8,82.04,2856,2.34,153,1909,66.84
CARBORUNIV, EQ, 03-Jul-2020,273.25,275,275,268.05,269,268.75,270.01,76495,206.55,1772,54200,70.85
CAREERP, EQ, 03-Jul-2020,141.6,143.95,144,132.8,137,137.4,138.54,18474,25.59,614,10465,56.65
CARERATING, EQ, 03-Jul-2020,411.8,412.85,415.5,410,410.5,410.8,412.26,31790,131.06,1951,19773,62.2
CASTROLIND, EQ, 03-Jul-2020,123.85,124,125.7,120.5,121.5,121.15,121.79,1520877,1852.21,17665,915345,60.19
CCHHL, BE, 03-Jul-2020,3.45,3.45,3.55,3.35,3.45,3.45,3.45,23262,0.8,66, -, -
CCL, EQ, 03-Jul-2020,238.2,238.35,242.15,234.7,240.7,240.75,238.22,132593,315.86,4056,39174,29.54
CDSL, EQ, 03-Jul-2020,274.85,276.3,286.75,274.4,282.2,283.65,282.07,846673,2388.24,14690,363878,42.98
CEATLTD, EQ, 03-Jul-2020,918.5,925,938.45,915.7,919,921.95,929.51,161411,1500.33,6524,23968,14.85
CEBBCO, EQ, 03-Jul-2020,14.9,15.2,15.95,15,15.5,15.3,15.5,287838,44.61,785,178247,61.93
CELEBRITY, EQ, 03-Jul-2020,5,5,5.1,4.75,4.8,4.85,4.82,124809,6.02,215,104388,83.64
CENTENKA, EQ, 03-Jul-2020,176.05,176.2,178.5,175,176.15,175.6,176.37,46181,81.45,1098,22587,48.91
CENTEXT, EQ, 03-Jul-2020,4.75,4.55,4.55,4.55,4.55,4.55,4.55,82265,3.74,191,76893,93.47
CENTRALBK, EQ, 03-Jul-2020,17.8,17.8,17.95,17.3,17.55,17.6,17.59,1998011,351.5,4224,784898,39.28
CENTRUM, EQ, 03-Jul-2020,17.8,17.8,18,17,17.4,17.15,17.2,229737,39.52,1127,131307,57.16
CENTUM, EQ, 03-Jul-2020,298.9,304,320,298,307.8,306.6,304.88,29794,90.84,2000,14991,50.32
CENTURYPLY, EQ, 03-Jul-2020,118.9,118.9,127.25,118,124.55,125.05,124.68,1636508,2040.45,15617,473545,28.94
CENTURYTEX, EQ, 03-Jul-2020,299.4,300.8,311.9,298,306.3,306.05,306.29,2494316,7639.87,26614,305659,12.25
CERA, EQ, 03-Jul-2020,2178.45,2171.55,2199,2171.55,2198,2195.3,2190.46,1876,41.09,391,1174,62.58
CEREBRAINT, EQ, 03-Jul-2020,28.25,28.3,29,28,28,28.1,28.34,34656,9.82,237,23105,66.67
CESC, EQ, 03-Jul-2020,636.1,636.1,640.85,625.3,628,629.2,633.29,126529,801.3,3859,25980,20.53
CESCVENT, EQ, 03-Jul-2020,175.9,175,178.95,171.15,173.2,173.2,173.92,45230,78.66,1305,31233,69.05
CGCL, EQ, 03-Jul-2020,175.35,174,179.8,171.6,175,176.45,176,148761,261.82,3543,35647,23.96
CGPOWER, EQ, 03-Jul-2020,9.35,9.8,9.8,9.4,9.8,9.8,9.77,8428571,823.85,3599,6713707,79.65
CHALET, EQ, 03-Jul-2020,131.95,132.95,133.75,129.2,130.65,130.65,130.88,97432,127.52,2636,56390,57.88
CHAMBLFERT, EQ, 03-Jul-2020,147.35,148,148.8,145.35,147,146.6,146.57,692834,1015.48,7218,370889,53.53
CHEMBOND, EQ, 03-Jul-2020,137.35,139.9,140.5,137.95,138.95,138.95,139.1,6151,8.56,246,4295,69.83
CHEMFAB, EQ, 03-Jul-2020,134.1,135,135,131.7,132.05,132.95,132.8,2388,3.17,180,2046,85.68
CHENNPETRO, EQ, 03-Jul-2020,80.35,81.15,82.25,79.7,80,80.15,80.64,983401,793.02,7274,417132,42.42
CHOLAFIN, EQ, 03-Jul-2020,197.1,198,204.7,194.4,196.55,196.7,200.3,23043297,46156.74,148885,1315768,5.71
CHOLAHLDNG, EQ, 03-Jul-2020,302.3,304.7,308,299.15,300.5,300.5,303.89,16045,48.76,899,9500,59.21
CIGNITITEC, EQ, 03-Jul-2020,270.85,273.8,273.8,267,268,269.5,269.83,37775,101.93,745,27978,74.06
CIMMCO, EQ, 03-Jul-2020,18.45,20.25,20.25,20.25,20.25,20.25,20.25,11260,2.28,45,11260,100
CINELINE, EQ, 03-Jul-2020,24.55,24.9,24.9,23.65,23.7,23.85,24.04,17072,4.1,148,13709,80.3
CINEVISTA, EQ, 03-Jul-2020,6.95,6.95,7.2,6.65,6.8,6.7,6.76,10241,0.69,46,7941,77.54
CIPLA, EQ, 03-Jul-2020,646.2,652.95,652.95,635.5,638.5,638.8,641.24,5380124,34499.69,80858,1084471,20.16
CKFSL, BZ, 03-Jul-2020,1.25,1.2,1.2,1.2,1.2,1.2,1.2,185905,2.23,89, -, -
CKPLEISURE, SM, 03-Jul-2020,3.75,3.6,3.9,3.6,3.9,3.9,3.75,8000,0.3,2,8000,100
CKPPRODUCT, SM, 03-Jul-2020,27.15,25.8,25.8,25.8,25.8,25.8,25.8,3000,0.77,1,3000,100
CLEDUCATE, EQ, 03-Jul-2020,39.65,40.7,41.25,38.25,39.15,39.35,39.79,42744,17.01,345,32502,76.04
CLNINDIA, EQ, 03-Jul-2020,471.75,477.7,477.7,447.55,450.2,453.6,462.52,291612,1348.76,8281,130623,44.79
CMICABLES, EQ, 03-Jul-2020,34.95,36.65,36.65,36.6,36.65,36.65,36.65,20928,7.67,72,20927,100
CMMIPL, SM, 03-Jul-2020,3.35,3.2,3.2,3.2,3.2,3.2,3.2,3000,0.1,1,3000,100
CNOVAPETRO, BE, 03-Jul-2020,7.95,7.95,7.95,7.6,7.6,7.6,7.76,1416,0.11,13, -, -
COALINDIA, EQ, 03-Jul-2020,133.6,134.4,135.9,133.05,135,135.25,134.37,9093435,12218.7,62413,2972361,32.69
COCHINSHIP, EQ, 03-Jul-2020,301.25,304.4,314,302.1,308.4,308.55,307.02,1116904,3429.13,20021,414628,37.12
COLPAL, EQ, 03-Jul-2020,1375.95,1380,1396,1377,1384,1382.65,1384.96,504435,6986.24,19674,269951,53.52
COMPINFO, EQ, 03-Jul-2020,12.2,12.8,12.8,12.3,12.55,12.5,12.65,204447,25.86,394,131069,64.11
COMPUSOFT, BE, 03-Jul-2020,8.8,8.45,9,8.45,8.6,8.5,8.56,81233,6.96,367, -, -
CONCOR, EQ, 03-Jul-2020,422.45,424.35,431.9,423.1,430.4,429.95,429.26,923889,3965.9,21252,379217,41.05
CONFIPET, EQ, 03-Jul-2020,19.9,20.4,22.4,20,21,21.05,21.38,2088125,446.39,5397,844792,40.46
CONSOFINVT, EQ, 03-Jul-2020,31,31.05,32.25,30.5,30.5,30.5,30.98,2630,0.81,25,2394,91.03
CONTI, SM, 03-Jul-2020,10.2,9.75,9.85,9.7,9.7,9.7,9.79,26664,2.61,8,23331,87.5
CONTROLPR, EQ, 03-Jul-2020,192.05,198.7,205,195.1,199.3,200.5,200.62,41401,83.06,2239,18805,45.42
CORALFINAC, EQ, 03-Jul-2020,27.05,25.7,25.7,25.7,25.7,25.7,25.7,23400,6.01,61,23400,100
CORDSCABLE, EQ, 03-Jul-2020,38.3,38.05,38.7,37.2,37.85,37.5,37.85,35931,13.6,477,28385,79
COROMANDEL, EQ, 03-Jul-2020,752.4,755.65,762.75,745,745.3,749.25,751.63,392553,2950.54,11742,262921,66.98
COSMOFILMS, EQ, 03-Jul-2020,309.4,309.95,321.6,307.7,318.65,319.75,315.26,56901,179.38,1819,34701,60.98
COUNCODOS, EQ, 03-Jul-2020,1.65,1.6,1.6,1.6,1.6,1.6,1.6,1904,0.03,6,1904,100
COX&KINGS, BZ, 03-Jul-2020,1.9,1.95,1.95,1.95,1.95,1.95,1.95,694793,13.55,272, -, -
CPSEETF, EQ, 03-Jul-2020,17.71,17.99,17.99,17.67,17.92,17.91,17.83,1004932,179.16,7757,774414,77.06
CREATIVE, EQ, 03-Jul-2020,73.9,76.9,76.9,72.2,74.1,74.55,74.57,759,0.57,25,544,71.67
CREDITACC, EQ, 03-Jul-2020,529.5,534,537,529.5,536,535.05,533.28,36642,195.4,2104,24540,66.97
CREST, EQ, 03-Jul-2020,67.4,67.5,67.5,64.4,66,66,66.06,1701,1.12,57,1217,71.55
CRISIL, EQ, 03-Jul-2020,1682.7,1690,1739.95,1685,1704.95,1703.6,1709.27,17888,305.75,2669,9166,51.24
CROMPTON, EQ, 03-Jul-2020,240.05,240.55,244,235.35,236.45,236.4,239.93,215062,515.99,5169,91371,42.49
CSBBANK, EQ, 03-Jul-2020,184.8,186.9,186.9,182.55,183.65,183.95,184.5,89372,164.89,3621,30902,34.58
CTE, EQ, 03-Jul-2020,22,21.1,21.1,20.9,20.9,20.9,20.91,6414,1.34,44,6414,100
CUB, EQ, 03-Jul-2020,124.2,124.2,124.95,122.75,123.7,123.6,123.79,1051169,1301.28,11126,602279,57.3
CUBEXTUB, EQ, 03-Jul-2020,11.4,11,11.6,10.85,10.85,10.85,10.88,14736,1.6,81,13123,89.05
CUMMINSIND, EQ, 03-Jul-2020,397.8,399,412.5,397.8,409.6,410.75,406.71,979346,3983.13,13152,231276,23.62
CUPID, EQ, 03-Jul-2020,210.35,211,219,210.5,212.55,212.4,214,113169,242.19,3133,41939,37.06
CYBERTECH, EQ, 03-Jul-2020,41.7,42.5,42.5,41.05,41.05,41.3,41.49,16797,6.97,254,11127,66.24
CYIENT, EQ, 03-Jul-2020,274.2,275.9,276.55,264,266.95,266.95,269.62,631470,1702.54,10917,238341,37.74
DAAWAT, EQ, 03-Jul-2020,43.25,43.4,44.6,43,43.4,43.7,43.7,3516394,1536.54,12620,1399842,39.81
DABUR, EQ, 03-Jul-2020,465.05,467.1,470.75,464.7,467,467.05,467.03,2323284,10850.38,29020,1267714,54.57
DALBHARAT, EQ, 03-Jul-2020,703.65,704.8,739.85,691.1,729,715.85,708.06,120117,850.5,7488,64910,54.04
DALMIASUG, EQ, 03-Jul-2020,108.05,108.65,112.4,106.3,110.5,109.95,110.37,197721,218.22,2593,82339,41.64
DAMODARIND, EQ, 03-Jul-2020,24.4,25.4,25.4,23.8,24.8,23.9,24.41,5621,1.37,49,3340,59.42
DATAMATICS, EQ, 03-Jul-2020,48.7,49.45,49.45,47.25,47.35,47.4,47.65,12699,6.05,391,10059,79.21
DBCORP, EQ, 03-Jul-2020,74.75,74.75,78.75,74.75,77.1,77.15,77.48,518077,401.39,4639,212159,40.95
DBL, EQ, 03-Jul-2020,285.65,288.95,290,280,280.3,281.35,283.71,225109,638.65,3712,90774,40.32
DBREALTY, EQ, 03-Jul-2020,6.95,7.1,7.15,6.8,7,6.95,6.98,393470,27.46,683,259612,65.98
DBSTOCKBRO, EQ, 03-Jul-2020,10.25,10.7,10.7,9.75,10.65,10.6,10.4,4640,0.48,19,2583,55.67
DCAL, EQ, 03-Jul-2020,126,126.05,131.15,126.05,126.95,126.95,128.23,308206,395.2,16063,163515,53.05
DCBBANK, EQ, 03-Jul-2020,80.65,81.15,81.9,79.35,80.1,79.95,80.34,1944955,1562.66,8131,675872,34.75
DCM, EQ, 03-Jul-2020,18.55,18.55,19.4,18.1,18.45,18.4,18.75,10841,2.03,124,6570,60.6
DCMNVL, EQ, 03-Jul-2020,29.8,29.8,29.8,27.3,28.45,28.1,28.35,14420,4.09,216,7878,54.63
DCMSHRIRAM, EQ, 03-Jul-2020,316.95,322,322,314.05,316.95,316.2,316.62,77549,245.54,2008,19263,24.84
DCW, EQ, 03-Jul-2020,12.9,13.5,13.85,12.9,13,13,13.46,1613313,217.21,3144,726202,45.01
DECCANCE, EQ, 03-Jul-2020,252.5,257.5,270.9,253.15,267.1,267.4,262.88,38468,101.13,1938,22268,57.89
DEEPAKFERT, EQ, 03-Jul-2020,113.85,114.25,116.25,112.5,112.55,112.65,113.47,846394,960.43,8996,360419,42.58
DEEPAKNTR, EQ, 03-Jul-2020,481.35,483,486.25,474.5,479.9,478.95,478.93,487823,2336.31,17491,239464,49.09
DEEPIND, EQ, 03-Jul-2020,81.05,81.05,83,78.3,81,81.05,80.53,108713,87.55,1614,47325,43.53
DELTACORP, EQ, 03-Jul-2020,90.35,90.7,91.7,89.5,90.85,90.7,90.73,941826,854.53,7623,397916,42.25
DELTAMAGNT, EQ, 03-Jul-2020,25.6,24.4,24.45,24.35,24.35,24.35,24.36,7801,1.9,71,6801,87.18
DEN, EQ, 03-Jul-2020,76.45,78.2,78.2,72.1,75,74.9,75.1,93689,70.36,1464,58224,62.15
DENORA, EQ, 03-Jul-2020,208,206.3,211.65,206.3,211.6,210.8,209.45,3215,6.73,246,2571,79.97
DEVIT, SM, 03-Jul-2020,73.25,76.9,79,74,78,76,76.98,6000,4.62,4,6000,100
DFMFOODS, EQ, 03-Jul-2020,181.05,181.1,186.9,180.05,186.35,185.35,184.38,30720,56.64,1157,18422,59.97
DGCONTENT, EQ, 03-Jul-2020,7,7.35,7.35,7.35,7.35,7.35,7.35,9461,0.7,36,9451,99.89
DHAMPURSUG, EQ, 03-Jul-2020,128.2,128.9,133.5,127.1,132.7,132,131.38,876546,1151.6,8403,330074,37.66
DHANBANK, EQ, 03-Jul-2020,14.2,14.5,14.5,13.95,14.05,14,14.09,640764,90.28,1755,443464,69.21
DHANUKA, EQ, 03-Jul-2020,737.65,735,744.7,722.2,733.4,733.75,732.14,129984,951.66,7733,27430,21.1
DHFL, EQ, 03-Jul-2020,16.2,16.9,17,16.25,16.45,16.45,16.62,2701242,448.84,5928,1718463,63.62
DHFL, N4, 03-Jul-2020,210,216,242,216,242,242,229,80,0.18,4,0,0
DHFL, NC, 03-Jul-2020,231,249.9,254.95,249.5,254.95,254.94,250.07,353,0.88,16,353,100
DHFL, NN, 03-Jul-2020,215,249,250,229,240,240,247.05,756,1.87,5,561,74.21
DHFL, NP, 03-Jul-2020,231.25,239,250,239,249.99,249.97,244.14,7413,18.1,36,4322,58.3
DHFL, NQ, 03-Jul-2020,214.64,215.94,240,215.94,235,234.9,223.08,853,1.9,12,602,70.57
DHFL, NS, 03-Jul-2020,219,230,240,230,240,239.5,235.95,250,0.59,7,250,100
DHFL, NX, 03-Jul-2020,232.45,211.8,227.5,211.8,227.5,227.5,213.44,48,0.1,2,48,100
DHFL, Y1, 03-Jul-2020,220,235,235,235,235,235,235,40,0.09,1,40,100
DHUNINV, EQ, 03-Jul-2020,170.65,176.55,176.55,164,170,170,170.73,2762,4.72,776,486,17.6
DIAMONDYD, EQ, 03-Jul-2020,599.5,598.7,609.9,582,584.7,584.35,589.74,19631,115.77,1717,14044,71.54
DIAPOWER, BZ, 03-Jul-2020,1.2,1.25,1.25,1.25,1.25,1.25,1.25,50168,0.63,33, -, -
DICIND, EQ, 03-Jul-2020,330,329.1,339.9,328.15,335,335.65,336.01,2749,9.24,227,2035,74.03
DIGISPICE, BE, 03-Jul-2020,7.25,7.25,7.5,6.9,7.35,7.35,7.13,18138,1.29,57, -, -
DIGJAMLTD, BZ, 03-Jul-2020,3.75,3.9,3.9,3.9,3.9,3.9,3.9,217345,8.48,31, -, -
DISHTV, EQ, 03-Jul-2020,8.5,8.9,8.9,8.1,8.65,8.6,8.38,25972054,2177.75,20646,11418224,43.96
DIVISLAB, EQ, 03-Jul-2020,2196.65,2206,2248.5,2181.1,2188,2190.45,2203.77,1516429,33418.6,66888,606350,39.99
DIXON, EQ, 03-Jul-2020,5958,5950,5998,5840,5966.5,5983.4,5940.09,25392,1508.31,7044,10315,40.62
DLF, EQ, 03-Jul-2020,152.85,154,154.75,149.5,151.35,151.25,151.72,6698888,10163.25,34590,1234947,18.44
DLINKINDIA, EQ, 03-Jul-2020,84.6,85.85,92.9,84.8,88.5,88.5,89.37,664117,593.55,6968,223831,33.7
DMART, EQ, 03-Jul-2020,2295.5,2305,2309.95,2276.05,2295,2290.15,2286.49,369961,8459.12,30491,247463,66.89
DOLAT, EQ, 03-Jul-2020,51,51.6,51.6,48.85,49.15,49.35,49.46,116171,57.46,900,93461,80.45
DOLLAR, EQ, 03-Jul-2020,131.7,132.9,133.1,128.95,129.9,129.5,130.41,53904,70.3,1603,31795,58.98
DONEAR, EQ, 03-Jul-2020,29.1,29.1,30.4,28.4,28.45,28.55,29.11,18911,5.51,359,12134,64.16
DPABHUSHAN, SM, 03-Jul-2020,63.8,65.1,70,65,69.5,69.5,68.19,64000,43.64,16,56000,87.5
DPSCLTD, EQ, 03-Jul-2020,9.1,9.15,9.2,8.9,9.2,9.15,9.09,5675,0.52,49,4233,74.59
DPWIRES, BE, 03-Jul-2020,53,51.7,54.75,51.7,54.65,54.55,54.44,1055,0.57,20, -, -
DQE, BE, 03-Jul-2020,1.9,1.85,1.85,1.85,1.85,1.85,1.85,44475,0.82,43, -, -
DREDGECORP, EQ, 03-Jul-2020,272.2,282.4,292,275,283.95,285.4,283.68,1665494,4724.66,27451,268342,16.11
DRREDDY, EQ, 03-Jul-2020,3920.55,3940,3967.95,3910,3919.8,3921.45,3929.92,456078,17923.51,29150,156234,34.26
DSSL, EQ, 03-Jul-2020,24.6,23.7,25.45,23.4,23.7,23.7,23.71,6460,1.53,59,5572,86.25
DTIL, EQ, 03-Jul-2020,160.3,162.55,163.5,157.95,163.5,162.7,161.69,3961,6.4,173,3367,85
DUCON, EQ, 03-Jul-2020,4.5,4.45,4.65,4.3,4.35,4.3,4.41,98316,4.34,248,65708,66.83
DVL, EQ, 03-Jul-2020,63.05,63.2,65.9,58.8,59,59.85,61.3,58378,35.78,725,40617,69.58
DWARKESH, EQ, 03-Jul-2020,24.7,24.9,25.15,24.55,24.7,24.7,24.88,685453,170.55,2471,356038,51.94
DYNAMATECH, EQ, 03-Jul-2020,590.7,609,612.7,584.6,590,589.5,592.03,13565,80.31,576,11400,84.04
DYNPRO, EQ, 03-Jul-2020,164.9,166,166,153.45,154,155.2,157.98,57250,90.44,1371,36224,63.27
EASUNREYRL, BZ, 03-Jul-2020,2.9,3,3,3,3,3,3,1185,0.04,5, -, -
EBBETF0423, EQ, 03-Jul-2020,1071.41,1069.95,1072.5,1069.95,1071.98,1071.93,1071.72,2636,28.25,80,2074,78.68
EBBETF0430, EQ, 03-Jul-2020,1092.01,1093.35,1094.49,1092.5,1094.45,1094.4,1094.25,54025,591.17,176,53138,98.36
EBIXFOREX, EQ, 03-Jul-2020,408.7,443.85,443.85,406.05,415,414.75,412.01,2765,11.39,168,2105,76.13
ECLERX, EQ, 03-Jul-2020,471.75,471.7,483.6,463,481,476.65,476.11,144255,686.81,9014,48915,33.91
ECLFINANCE, NE, 03-Jul-2020,1079.9,1079.88,1079.88,1079.88,1079.88,1079.88,1079.88,8,0.09,1,8,100
ECLFINANCE, NF, 03-Jul-2020,973,957,984,957,975,975,977.01,95,0.93,7,79,83.16
ECLFINANCE, NG, 03-Jul-2020,844.76,850.01,860,850.01,850.01,850.61,851.1,187,1.59,15,187,100
ECLFINANCE, NH, 03-Jul-2020,973,970,970,970,970,970,970,8,0.08,1,8,100
ECLFINANCE, NI, 03-Jul-2020,900,900,900,900,900,900,900,120,1.08,3,120,100
ECLFINANCE, NJ, 03-Jul-2020,771.55,790,795,785,795,795,785.47,79,0.62,7,79,100
ECLFINANCE, NK, 03-Jul-2020,844.99,845,858,845,854,854,851.49,1060,9.03,53,1035,97.64
ECLFINANCE, NM, 03-Jul-2020,922.52,930,930,915.01,915.01,915.01,921.08,42,0.39,3,42,100
ECLFINANCE, NN, 03-Jul-2020,905.55,905,930,900.1,930,930,902,327,2.95,6,327,100
ECLFINANCE, NO, 03-Jul-2020,935,955,955,930.01,930.01,936.46,937.49,18,0.17,4,18,100
ECLFINANCE, NP, 03-Jul-2020,857.23,862,862,834.1,834.1,834.1,851.9,300,2.56,15,300,100
ECLFINANCE, NR, 03-Jul-2020,911,916,916,910,912,913.21,913.66,340,3.11,22,290,85.29
ECLFINANCE, NS, 03-Jul-2020,899,883,890,882.95,890,890,883.28,58,0.51,7,57,98.28
EDELWEISS, EQ, 03-Jul-2020,60.5,61.8,62.5,60,60.2,60.6,61.53,1710059,1052.28,8274,1075793,62.91
EDL, BZ, 03-Jul-2020,7.25,7.45,7.45,6.95,6.95,7.05,7.02,11554,0.81,37, -, -
EDUCOMP, BZ, 03-Jul-2020,4.6,4.4,4.4,4.4,4.4,4.4,4.4,13386,0.59,58, -, -
EHFLNCD, N5, 03-Jul-2020,850,849,850,848.89,850,849.74,849.47,189,1.61,14,189,100
